"GEOID","multinom","rf","growth_prob","consensus"
"170312924001","Decline","Decline",6.32599786309843e-151,"1"
"170312924002","Growth","Growth",1,"3"
"170312925001","Growth","Growth",1,"3"
"170312925002","Growth","Growth",1,"3"
"170312925003","Decline","Decline",0,"1"
"170313005002","Growth","Growth",1,"3"
"170313006001","Growth","Growth",1,"3"
"170313006002","Growth","Growth",1,"3"
"170313007001","Growth","Growth",1,"3"
"170313007002","Growth","Growth",1,"3"
"170313007003","Growth","Growth",1,"3"
"170313008001","Growth","Growth",1,"3"
"170313008002","Growth","Growth",1,"3"
"170313009001","Growth","Growth",1,"3"
"170313009003","Growth","Growth",1,"3"
"170313011001","Growth","Growth",1,"3"
"170313011002","Growth","Growth",1,"3"
"170313012003","Growth","Growth",1,"3"
"170313016001","Growth","Growth",1,"3"
"170313016002","Decline","Decline",0,"1"
"170313017011","Growth","Growth",1,"3"
"170313017012","Growth","Growth",1,"3"
"170313017013","Growth","Growth",1,"3"
"170313017021","Growth","Growth",1,"3"
"170313017022","Growth","Growth",1,"3"
"170313017023","Growth","Growth",1,"3"
"170313018011","Growth","Growth",1,"3"
"170313018012","Growth","Growth",1,"3"
"170313018021","Decline","Decline",0,"1"
"170313018023","Stable","Stable",4.25779722903927e-22,"2"
"170313018031","Growth","Growth",1,"3"
"170313018032","Stable","Stable",5.94920480465162e-199,"2"
"170313018033","Growth","Growth",1,"3"
"170313102001","Growth","Growth",1,"3"
"170313102002","Growth","Growth",1,"3"
"170313103001","Growth","Growth",1,"3"
"170313104001","Growth","Growth",1,"3"
"170313105001","Growth","Growth",1,"3"
"170313106001","Growth","Growth",1,"3"
"170313106002","Growth","Growth",1,"3"
"170313106003","Growth","Growth",1,"3"
"170313107001","Growth","Growth",1,"3"
"170313108002","Growth","Growth",1,"3"
"170313108003","Growth","Growth",1,"3"
"170313109001","Growth","Growth",1,"3"
"170313109002","Growth","Growth",1,"3"
"170313109003","Growth","Growth",1,"3"
"170313201001","Growth","Growth",1,"3"
"170313201002","Growth","Growth",1,"3"
"170313201003","Decline","Decline",0,"1"
"170313201004","Decline","Decline",0,"1"
"170313201011","Growth","Growth",1,"3"
"170313201013","Stable","Stable",4.49180044099264e-199,"2"
"170313201014","Growth","Growth",1,"3"
"170313201021","Decline","Decline",0,"1"
"170313201022","Decline","Decline",0,"1"
"170313204001","Decline","Decline",0,"1"
"170313206001","Growth","Growth",1,"3"
"170313206002","Growth","Growth",1,"3"
"170313301001","Growth","Growth",1,"3"
"170313301002","Growth","Growth",1,"3"
"170313301003","Growth","Growth",1,"3"
"170313301004","Growth","Growth",1,"3"
"170313301011","Growth","Growth",1,"3"
"170313301012","Growth","Growth",1,"3"
"170313301022","Decline","Decline",0,"1"
"170313301023","Decline","Decline",0,"1"
"170313301031","Decline","Decline",0,"1"
"170313301032","Growth","Growth",1,"3"
"170313301033","Growth","Growth",1,"3"
"170313302001","Growth","Growth",0.999971422277679,"3"
"170313302002","Growth","Growth",1,"3"
"170313403001","Growth","Growth",1,"3"
"170313404001","Growth","Growth",1,"3"
"170313405001","Growth","Growth",1,"3"
"170313406001","Growth","Growth",1,"3"
"170313501001","Growth","Growth",1,"3"
"170313501002","Growth","Growth",1,"3"
"170313504001","Growth","Growth",1,"3"
"170313510001","Growth","Growth",1,"3"
"170313510002","Decline","Decline",0,"1"
"170313510003","Growth","Growth",1,"3"
"170313514001","Growth","Growth",1,"3"
"170313515002","Growth","Growth",1,"3"
"170313602001","Growth","Growth",1,"3"
"170313801001","Growth","Growth",1,"3"
"170313802001","Decline","Decline",0,"1"
"170313802002","Growth","Growth",1,"3"
"170313805001","Growth","Growth",1,"3"
"170313806001","Decline","Decline",0,"1"
"170313807001","Growth","Growth",1,"3"
"170313812001","Growth","Growth",1,"3"
"170313812002","Growth","Growth",1,"3"
"170313814001","Growth","Growth",1,"3"
"170313818001","Growth","Growth",1,"3"
"170313819001","Growth","Growth",1,"3"
"170313819002","Growth","Growth",1,"3"
"170313902001","Growth","Growth",1,"3"
"170313902002","Growth","Growth",1,"3"
"170313903001","Stable","Stable",3.37555367656714e-17,"2"
"170313903002","Growth","Growth",1,"3"
"170313904002","Growth","Growth",1,"3"
"170313905001","Growth","Growth",1,"3"
"170313906001","Growth","Growth",1,"3"
"170313906002","Growth","Growth",1,"3"
"170313907001","Growth","Growth",1,"3"
"170313907002","Growth","Growth",1,"3"
"170313907003","Growth","Growth",1,"3"
"170314003001","Growth","Growth",1,"3"
"170314004002","Growth","Growth",1,"3"
"170314005001","Growth","Growth",1,"3"
"170314005002","Growth","Growth",1,"3"
"170314008002","Decline","Decline",0,"1"
"170314101001","Growth","Growth",1,"3"
"170314101002","Growth","Growth",1,"3"
"170314102001","Growth","Growth",1,"3"
"170314105001","Growth","Growth",1,"3"
"170314105002","Growth","Growth",1,"3"
"170314106001","Growth","Growth",1,"3"
"170314106002","Growth","Growth",1,"3"
"170314107001","Growth","Growth",1,"3"
"170314108001","Growth","Growth",1,"3"
"170314108002","Growth","Growth",1,"3"
"170314109001","Growth","Growth",1,"3"
"170314109002","Growth","Growth",1,"3"
"170314109003","Growth","Growth",1,"3"
"170314110001","Growth","Growth",1,"3"
"170314110002","Growth","Growth",1,"3"
"170314110003","Growth","Growth",1,"3"
"170314111001","Growth","Growth",1,"3"
"170314111002","Decline","Decline",0,"1"
"170314112001","Growth","Growth",1,"3"
"170314201001","Growth","Growth",1,"3"
"170314202001","Growth","Growth",1,"3"
"170314203001","Growth","Growth",1,"3"
"170314204001","Growth","Growth",1,"3"
"170314205001","Decline","Decline",0,"1"
"170314205002","Growth","Growth",1,"3"
"170314206001","Growth","Growth",1,"3"
"170314207001","Growth","Growth",1,"3"
"170314207003","Stable","Stable",2.91679593411623e-87,"2"
"170314208001","Growth","Growth",1,"3"
"170314208002","Growth","Growth",1,"3"
"170314212001","Growth","Growth",1,"3"
"170314212002","Growth","Growth",1,"3"
"170314301013","Growth","Growth",1,"3"
"170314301014","Growth","Growth",1,"3"
"170314301021","Growth","Growth",1,"3"
"170314301023","Growth","Growth",1,"3"
"170314302003","Growth","Growth",1,"3"
"170314302004","Stable","Stable",2.47311626415095e-51,"2"
"170314303001","Growth","Growth",1,"3"
"170314304002","Growth","Growth",1,"3"
"170314304003","Growth","Growth",1,"3"
"170314304004","Growth","Growth",1,"3"
"170314305001","Growth","Growth",1,"3"
"170314305002","Growth","Growth",1,"3"
"170314305003","Growth","Growth",1,"3"
"170314306001","Growth","Growth",1,"3"
"170314306002","Growth","Growth",1,"3"
"170314307001","Growth","Growth",1,"3"
"170314308001","Growth","Growth",1,"3"
"170314308002","Growth","Growth",1,"3"
"170314309001","Growth","Growth",1,"3"
"170314309002","Growth","Growth",1,"3"
"170314312001","Decline","Decline",0,"1"
"170314312002","Growth","Growth",1,"3"
"170314313011","Growth","Growth",1,"3"
"170314313012","Growth","Growth",1,"3"
"170314313013","Growth","Growth",1,"3"
"170314313021","Decline","Decline",0,"1"
"170314313022","Growth","Growth",1,"3"
"170314313023","Growth","Growth",1,"3"
"170314314001","Growth","Growth",1,"3"
"170314314002","Growth","Growth",1,"3"
"170314314003","Growth","Growth",1,"3"
"170314314004","Growth","Growth",1,"3"
"170314401011","Stable","Stable",4.3292954709161e-38,"2"
"170314401012","Growth","Growth",1,"3"
"170314401013","Growth","Growth",1,"3"
"170314401021","Growth","Growth",1,"3"
"170314401022","Growth","Growth",1,"3"
"170314401023","Growth","Growth",1,"3"
"170314401024","Growth","Growth",1,"3"
"170314402012","Growth","Growth",1,"3"
"170314402014","Growth","Growth",1,"3"
"170314402021","Growth","Growth",1,"3"
"170314402022","Growth","Growth",1,"3"
"170314402023","Decline","Decline",0,"1"
"170314403002","Decline","Decline",0,"1"
"170314403005","Stable","Stable",2.63581556300829e-220,"2"
"170314406001","Growth","Growth",1,"3"
"170314406002","Growth","Growth",0.999999999999998,"3"
"170314407001","Growth","Growth",1,"3"
"170314407002","Growth","Growth",1,"3"
"170314408002","Growth","Growth",1,"3"
"170314409001","Growth","Growth",1,"3"
"170314409003","Growth","Growth",1,"3"
"170314503002","Growth","Growth",1,"3"
"170314503003","Growth","Growth",1,"3"
"170314503004","Decline","Decline",0,"1"
"170314601001","Growth","Growth",1,"3"
"170314601002","Growth","Growth",1,"3"
"170314601003","Growth","Growth",1,"3"
"170314601004","Growth","Growth",1,"3"
"170314602001","Growth","Growth",1,"3"
"170314602002","Stable","Stable",5.70248667690718e-44,"2"
"170314603011","Growth","Growth",1,"3"
"170314603012","Decline","Decline",0,"1"
"170314603021","Growth","Growth",1,"3"
"170314603023","Growth","Growth",1,"3"
"170314603024","Stable","Stable",3.18005623606545e-27,"2"
"170314604003","Growth","Growth",1,"3"
"170314604004","Growth","Growth",1,"3"
"170314605001","Growth","Growth",1,"3"
"170314605003","Growth","Growth",1,"3"
"170314606001","Growth","Growth",1,"3"
"170314607001","Growth","Growth",0.999999999999821,"3"
"170314607002","Decline","Decline",0,"1"
"170314607003","Growth","Growth",1,"3"
"170314608001","Growth","Growth",1,"3"
"170314608002","Stable","Stable",7.27094528583339e-297,"2"
"170314608003","Growth","Growth",1,"3"
"170314608004","Growth","Growth",1,"3"
"170314610001","Growth","Growth",1,"3"
"170314701001","Growth","Growth",1,"3"
"170314701002","Growth","Growth",1,"3"
"170314801001","Stable","Stable",0,"2"
"170314801002","Growth","Growth",1,"3"
"170314802001","Growth","Growth",1,"3"
"170314803001","Stable","Stable",3.85183094934248e-171,"2"
"170314803002","Decline","Decline",0,"1"
"170314804001","Growth","Growth",1,"3"
"170314804003","Growth","Growth",1,"3"
"170314804004","Growth","Growth",1,"3"
"170314804005","Growth","Growth",1,"3"
"170314804006","Growth","Growth",1,"3"
"170314805002","Growth","Growth",1,"3"
"170314805003","Growth","Growth",1,"3"
"170314902001","Growth","Growth",1,"3"
"170314902002","Growth","Growth",1,"3"
"170314902003","Growth","Growth",1,"3"
"170314903001","Growth","Growth",1,"3"
"170314903002","Stable","Stable",1.63307189542095e-34,"2"
"170314904001","Stable","Stable",7.72205879366075e-147,"2"
"170314905001","Growth","Growth",1,"3"
"170314905002","Growth","Growth",1,"3"
"170314906001","Growth","Growth",1,"3"
"170314907001","Growth","Growth",0.99999953408962,"3"
"170314907002","Decline","Decline",0,"1"
"170314907003","Growth","Growth",1,"3"
"170314908001","Growth","Growth",1,"3"
"170314908003","Growth","Growth",1,"3"
"170314908005","Growth","Growth",1,"3"
"170314909011","Decline","Decline",0,"1"
"170314909012","Growth","Growth",1,"3"
"170314909013","Stable","Stable",5.12499469301744e-89,"2"
"170314909021","Growth","Growth",1,"3"
"170314909022","Growth","Growth",1,"3"
"170314909023","Growth","Growth",1,"3"
"170314909024","Growth","Growth",1,"3"
"170314910002","Growth","Growth",1,"3"
"170314910003","Stable","Stable",4.86054548552188e-59,"2"
"170314910004","Growth","Growth",1,"3"
"170314910005","Decline","Decline",2.07890725051052e-211,"1"
"170314911002","Growth","Growth",1,"3"
"170314911003","Growth","Growth",1,"3"
"170314911004","Growth","Growth",1,"3"
"170314911005","Growth","Growth",1,"3"
"170314912001","Growth","Growth",1,"3"
"170314912002","Growth","Growth",1,"3"
"170314913001","Growth","Growth",1,"3"
"170314913002","Growth","Growth",1,"3"
"170314913003","Growth","Growth",1,"3"
"170314913004","Growth","Growth",1,"3"
"170314914001","Growth","Growth",1,"3"
"170314914002","Decline","Decline",0,"1"
"170314914003","Growth","Growth",1,"3"
"170315001002","Growth","Growth",1,"3"
"170315001003","Growth","Growth",1,"3"
"170315001004","Growth","Growth",1,"3"
"170315002001","Growth","Growth",1,"3"
"170315002002","Growth","Growth",1,"3"
"170315003001","Growth","Growth",1,"3"
"170315003002","Growth","Growth",1,"3"
"170315101002","Growth","Growth",1,"3"
"170315102002","Decline","Decline",0,"1"
"170315102003","Growth","Growth",1,"3"
"170315103002","Growth","Growth",1,"3"
"170315103003","Decline","Decline",3.61521843944353e-214,"1"
"170315103004","Decline","Decline",0,"1"
"170315201001","Growth","Growth",1,"3"
"170315202002","Growth","Growth",1,"3"
"170315203001","Growth","Growth",1,"3"
"170315203002","Growth","Growth",1,"3"
"170315203003","Growth","Growth",1,"3"
"170315203004","Decline","Decline",0,"1"
"170315204002","Decline","Decline",0,"1"
"170315204003","Growth","Growth",1,"3"
"170315205001","Growth","Growth",1,"3"
"170315205002","Growth","Growth",1,"3"
"170315205003","Growth","Growth",1,"3"
"170315206001","Growth","Growth",1,"3"
"170315301001","Growth","Growth",1,"3"
"170315301002","Growth","Growth",1,"3"
"170315302001","Growth","Growth",1,"3"
"170315302002","Growth","Growth",1,"3"
"170315302005","Growth","Growth",1,"3"
"170315303002","Growth","Growth",1,"3"
"170315303003","Growth","Growth",1,"3"
"170315303004","Growth","Growth",1,"3"
"170315304001","Growth","Growth",1,"3"
"170315304002","Growth","Growth",1,"3"
"170315305012","Decline","Decline",0,"1"
"170315305014","Stable","Stable",3.46033905812748e-221,"2"
"170315305021","Growth","Growth",1,"3"
"170315305032","Growth","Growth",1,"3"
"170315305033","Decline","Decline",0,"1"
"170315306002","Growth","Growth",1,"3"
"170315306003","Decline","Decline",0,"1"
"170315401011","Growth","Growth",1,"3"
"170315401012","Decline","Decline",0,"1"
"170315401021","Growth","Growth",1,"3"
"170315401023","Growth","Growth",1,"3"
"170315501001","Decline","Decline",0,"1"
"170315501002","Growth","Growth",1,"3"
"170315501003","Growth","Growth",1,"3"
"170315501004","Growth","Growth",1,"3"
"170315502001","Growth","Growth",1,"3"
"170315601001","Growth","Growth",1,"3"
"170315602003","Growth","Growth",1,"3"
"170315603001","Growth","Growth",1,"3"
"170315603002","Growth","Growth",1,"3"
"170315604001","Growth","Growth",1,"3"
"170315607001","Growth","Growth",1,"3"
"170315607002","Growth","Growth",1,"3"
"170315608001","Growth","Growth",1,"3"
"170315608002","Growth","Growth",1,"3"
"170315608003","Growth","Growth",1,"3"
"170315608004","Growth","Growth",1,"3"
"170315608005","Growth","Growth",1,"3"
"170315609001","Growth","Growth",1,"3"
"170315609002","Growth","Growth",1,"3"
"170315609003","Growth","Growth",1,"3"
"170315609004","Growth","Growth",1,"3"
"170315609006","Growth","Growth",1,"3"
"170315610001","Decline","Decline",0,"1"
"170315610002","Growth","Growth",1,"3"
"170315610003","Growth","Growth",1,"3"
"170315610004","Growth","Growth",1,"3"
"170315610005","Growth","Growth",1,"3"
"170315611002","Growth","Growth",1,"3"
"170315611005","Growth","Growth",1,"3"
"170315611006","Growth","Growth",0.999999999960121,"3"
"170315701001","Growth","Growth",1,"3"
"170315703001","Growth","Growth",1,"3"
"170315703002","Growth","Growth",1,"3"
"170315703003","Growth","Growth",1,"3"
"170315704001","Growth","Growth",1,"3"
"170315704002","Growth","Growth",1,"3"
"170315705001","Growth","Growth",1,"3"
"170315705002","Growth","Growth",1,"3"
"170315801001","Growth","Growth",1,"3"
"170315801002","Growth","Growth",1,"3"
"170315802001","Growth","Growth",1,"3"
"170315802002","Growth","Growth",1,"3"
"170315803001","Growth","Growth",1,"3"
"170315804002","Growth","Growth",1,"3"
"170315804003","Growth","Growth",1,"3"
"170315804004","Growth","Growth",1,"3"
"170315805011","Growth","Growth",1,"3"
"170315805013","Stable","Stable",1.15589013434942e-213,"2"
"170315805021","Stable","Stable",8.86146935343804e-115,"2"
"170315805022","Growth","Growth",1,"3"
"170315805023","Growth","Growth",1,"3"
"170315806001","Growth","Growth",1,"3"
"170315806002","Decline","Decline",0,"1"
"170315806003","Growth","Growth",1,"3"
"170315806004","Growth","Growth",1,"3"
"170315807001","Stable","Stable",7.51844112418071e-184,"2"
"170315807002","Growth","Growth",1,"3"
"170315807003","Growth","Growth",1,"3"
"170315808001","Growth","Growth",1,"3"
"170315905001","Growth","Growth",1,"3"
"170315906001","Growth","Growth",1,"3"
"170315906003","Growth","Growth",1,"3"
"170315907001","Growth","Growth",1,"3"
"170315907002","Growth","Growth",1,"3"
"170316004001","Growth","Growth",1,"3"
"170316004002","Growth","Growth",1,"3"
"170316004003","Growth","Growth",1,"3"
"170316006001","Growth","Growth",1,"3"
"170316007001","Growth","Growth",1,"3"
"170316007002","Growth","Growth",1,"3"
"170316009002","Growth","Growth",1,"3"
"170316009003","Growth","Growth",1,"3"
"170316009004","Growth","Growth",1,"3"
"170316103002","Growth","Growth",1,"3"
"170316103003","Growth","Growth",1,"3"
"170316104001","Growth","Growth",1,"3"
"170316108001","Growth","Growth",1,"3"
"170316110001","Stable","Stable",2.38245233693589e-57,"2"
"170316111001","Growth","Growth",1,"3"
"170316111002","Growth","Growth",1,"3"
"170316111003","Growth","Growth",1,"3"
"170316112002","Growth","Growth",1,"3"
"170316113002","Growth","Growth",1,"3"
"170316113003","Growth","Growth",1,"3"
"170316114001","Growth","Growth",1,"3"
"170316114002","Decline","Decline",0,"1"
"170316114003","Growth","Growth",1,"3"
"170316115001","Decline","Decline",0,"1"
"170316115002","Growth","Growth",1,"3"
"170316116001","Growth","Growth",1,"3"
"170316117001","Growth","Growth",1,"3"
"170316117002","Growth","Growth",1,"3"
"170316118001","Growth","Growth",1,"3"
"170316119001","Growth","Growth",1,"3"
"170316119002","Growth","Growth",1,"3"
"170316120001","Growth","Growth",1,"3"
"170316120002","Growth","Growth",1,"3"
"170316121001","Stable","Stable",8.51235785964889e-17,"2"
"170316122001","Growth","Growth",1,"3"
"170316122002","Growth","Growth",1,"3"
"170316122003","Growth","Growth",1,"3"
"170316201001","Growth","Growth",1,"3"
"170316201002","Growth","Growth",1,"3"
"170316201003","Growth","Growth",1,"3"
"170316202001","Growth","Growth",1,"3"
"170316202002","Decline","Decline",0,"1"
"170316203001","Growth","Growth",1,"3"
"170316203002","Growth","Growth",1,"3"
"170316203003","Growth","Growth",1,"3"
"170316203004","Growth","Growth",1,"3"
"170316203005","Growth","Growth",1,"3"
"170316203006","Growth","Growth",1,"3"
"170316204001","Growth","Growth",1,"3"
"170316204002","Growth","Growth",1,"3"
"170316204003","Growth","Growth",1,"3"
"170316301001","Growth","Growth",1,"3"
"170316302001","Growth","Growth",1,"3"
"170316303001","Growth","Growth",1,"3"
"170316303002","Growth","Growth",1,"3"
"170316304002","Growth","Growth",1,"3"
"170316304004","Growth","Growth",1,"3"
"170316305001","Growth","Growth",1,"3"
"170316305002","Growth","Growth",1,"3"
"170316305003","Growth","Growth",1,"3"
"170316305004","Decline","Decline",0,"1"
"170316306001","Growth","Growth",1,"3"
"170316306002","Stable","Decline",0,"Disagreement"
"170316308001","Growth","Growth",1,"3"
"170316308002","Growth","Growth",1,"3"
"170316308003","Growth","Growth",1,"3"
"170316308004","Growth","Growth",1,"3"
"170316309001","Decline","Decline",0,"1"
"170316309002","Growth","Growth",1,"3"
"170316309003","Growth","Growth",1,"3"
"170316401001","Growth","Growth",1,"3"
"170316403001","Stable","Stable",6.06728577269182e-104,"2"
"170316403004","Growth","Growth",1,"3"
"170316403006","Growth","Growth",1,"3"
"170316404001","Growth","Growth",1,"3"
"170316404002","Stable","Stable",0,"2"
"170316405001","Growth","Growth",1,"3"
"170316405002","Decline","Decline",0,"1"
"170316406001","Growth","Growth",1,"3"
"170316406002","Growth","Growth",1,"3"
"170316406003","Growth","Growth",1,"3"
"170316407001","Growth","Growth",1,"3"
"170316407002","Growth","Growth",1,"3"
"170316407003","Growth","Growth",1,"3"
"170316407004","Growth","Growth",1,"3"
"170316408001","Growth","Growth",1,"3"
"170316408002","Decline","Decline",0,"1"
"170316501001","Growth","Growth",1,"3"
"170316501002","Growth","Growth",1,"3"
"170316501003","Stable","Stable",1.63065909900197e-54,"2"
"170316501004","Growth","Growth",1,"3"
"170316502001","Growth","Growth",1,"3"
"170316502002","Decline","Decline",0,"1"
"170316502003","Growth","Growth",1,"3"
"170316502004","Growth","Growth",1,"3"
"170316502006","Growth","Growth",1,"3"
"170316503012","Growth","Growth",1,"3"
"170316503013","Decline","Decline",0,"1"
"170316503021","Growth","Growth",1,"3"
"170316503022","Stable","Stable",8.38229336880382e-186,"2"
"170316504001","Growth","Growth",1,"3"
"170316504002","Growth","Growth",1,"3"
"170316504003","Growth","Growth",1,"3"
"170316504004","Growth","Growth",1,"3"
"170316504005","Growth","Growth",1,"3"
"170316505002","Growth","Growth",1,"3"
"170316505003","Decline","Decline",0,"1"
"170316603011","Growth","Growth",1,"3"
"170316603021","Decline","Decline",0,"1"
"170316603022","Decline","Decline",0,"1"
"170316603023","Growth","Growth",1,"3"
"170316603024","Growth","Growth",1,"3"
"170316604002","Growth","Growth",1,"3"
"170316604003","Growth","Growth",1,"3"
"170316605003","Growth","Growth",1,"3"
"170316605004","Growth","Growth",1,"3"
"170316606003","Growth","Growth",1,"3"
"170316606004","Growth","Growth",1,"3"
"170316606005","Growth","Growth",1,"3"
"170316607001","Stable","Stable",1.78116526977086e-109,"2"
"170316607002","Growth","Growth",1,"3"
"170316608001","Growth","Growth",1,"3"
"170316608002","Decline","Decline",0,"1"
"170316608003","Growth","Growth",1,"3"
"170316608005","Decline","Decline",0,"1"
"170316609001","Growth","Growth",1,"3"
"170316609002","Growth","Growth",1,"3"
"170316610001","Growth","Growth",1,"3"
"170316610003","Growth","Growth",1,"3"
"170316610005","Growth","Growth",1,"3"
"170316611001","Growth","Growth",1,"3"
"170316611002","Growth","Growth",1,"3"
"170316611003","Growth","Growth",1,"3"
"170316611004","Decline","Decline",0,"1"
"170316611005","Growth","Growth",0.999999999999817,"3"
"170316701001","Growth","Growth",1,"3"
"170316701002","Growth","Growth",1,"3"
"170316702001","Growth","Growth",1,"3"
"170316703002","Growth","Growth",1,"3"
"170316704001","Growth","Growth",1,"3"
"170316705001","Growth","Growth",1,"3"
"170316706001","Growth","Growth",1,"3"
"170316706002","Growth","Growth",1,"3"
"170316707001","Growth","Growth",1,"3"
"170316707002","Growth","Growth",1,"3"
"170316708001","Growth","Growth",1,"3"
"170316708002","Growth","Growth",1,"3"
"170316709002","Growth","Growth",0.999998846384562,"3"
"170316711001","Decline","Decline",0,"1"
"170316712001","Growth","Growth",1,"3"
"170316712002","Growth","Growth",1,"3"
"170316713001","Decline","Decline",0,"1"
"170316713002","Growth","Growth",1,"3"
"170316714001","Growth","Growth",1,"3"
"170316714002","Growth","Growth",1,"3"
"170316715002","Growth","Growth",1,"3"
"170316716001","Decline","Decline",0,"1"
"170316716002","Growth","Growth",1,"3"
"170316718001","Growth","Growth",1,"3"
"170316719001","Decline","Decline",0,"1"
"170316720001","Decline","Decline",0,"1"
"170316720002","Decline","Decline",0,"1"
"170316720003","Growth","Growth",1,"3"
"170316805001","Growth","Growth",1,"3"
"170316805002","Growth","Growth",1,"3"
"170316806001","Growth","Growth",1,"3"
"170316806002","Growth","Growth",1,"3"
"170316809001","Decline","Decline",0,"1"
"170316809002","Growth","Growth",1,"3"
"170316809003","Growth","Growth",1,"3"
"170316809004","Growth","Growth",1,"3"
"170316810004","Stable","Decline",1.22706883000581e-136,"Disagreement"
"170316811004","Growth","Growth",1,"3"
"170316812003","Growth","Growth",1,"3"
"170316813001","Decline","Stable",4.81251396650773e-111,"Disagreement"
"170316813002","Growth","Growth",1,"3"
"170316813003","Decline","Decline",0,"1"
"170316814002","Growth","Growth",1,"3"
"170316814003","Decline","Decline",7.80623571576278e-247,"1"
"170316814004","Growth","Growth",1,"3"
"170316903001","Growth","Growth",1,"3"
"170316903002","Growth","Growth",1,"3"
"170316904001","Growth","Growth",1,"3"
"170316904002","Growth","Growth",1,"3"
"170316904003","Growth","Growth",1,"3"
"170316904004","Growth","Growth",1,"3"
"170316905001","Growth","Growth",1,"3"
"170316909001","Growth","Growth",1,"3"
"170316909003","Growth","Growth",1,"3"
"170316909004","Growth","Growth",1,"3"
"170316909005","Decline","Decline",0,"1"
"170316910001","Decline","Decline",0,"1"
"170316910004","Growth","Growth",1,"3"
"170316911001","Growth","Growth",1,"3"
"170316911004","Growth","Growth",1,"3"
"170316912001","Growth","Growth",1,"3"
"170316912002","Stable","Stable",1.48769866187838e-69,"2"
"170316913001","Growth","Growth",1,"3"
"170316913002","Decline","Decline",0,"1"
"170316914001","Growth","Growth",1,"3"
"170316914002","Growth","Growth",1,"3"
"170316914003","Decline","Decline",0,"1"
"170316914005","Growth","Growth",1,"3"
"170316915001","Stable","Stable",6.1306316101375e-105,"2"
"170316915002","Stable","Stable",3.88401417645221e-46,"2"
"170316915003","Growth","Growth",1,"3"
"170317001001","Growth","Growth",1,"3"
"170317002001","Growth","Growth",1,"3"
"170317002002","Growth","Growth",1,"3"
"170317002003","Decline","Decline",0,"1"
"170317002004","Growth","Growth",1,"3"
"170317003011","Growth","Growth",1,"3"
"170317003012","Growth","Growth",1,"3"
"170317003013","Growth","Growth",1,"3"
"170317003022","Growth","Growth",1,"3"
"170317003023","Growth","Growth",1,"3"
"170317003024","Growth","Growth",1,"3"
"170317004011","Growth","Growth",1,"3"
"170317004012","Growth","Growth",1,"3"
"170317004013","Growth","Growth",1,"3"
"170317004021","Growth","Growth",1,"3"
"170317004022","Growth","Growth",1,"3"
"170317004023","Growth","Growth",1,"3"
"170317005011","Growth","Growth",1,"3"
"170317005012","Growth","Growth",1,"3"
"170317005021","Growth","Growth",1,"3"
"170317005022","Decline","Decline",0,"1"
"170317101001","Growth","Growth",1,"3"
"170317102003","Growth","Growth",1,"3"
"170317102005","Decline","Decline",0,"1"
"170317103001","Growth","Growth",1,"3"
"170317104005","Growth","Growth",1,"3"
"170317104006","Growth","Growth",1,"3"
"170317105001","Growth","Growth",1,"3"
"170317105002","Growth","Growth",1,"3"
"170317105003","Decline","Decline",0,"1"
"170317106001","Growth","Growth",1,"3"
"170317106002","Growth","Growth",0.999999999999999,"3"
"170317107001","Growth","Growth",1,"3"
"170317107002","Growth","Growth",1,"3"
"170317107004","Growth","Growth",1,"3"
"170317108001","Growth","Growth",1,"3"
"170317108002","Stable","Stable",7.71089852511707e-27,"2"
"170317108005","Growth","Growth",1,"3"
"170317109001","Growth","Growth",1,"3"
"170317109002","Growth","Growth",1,"3"
"170317110001","Growth","Growth",1,"3"
"170317110002","Growth","Growth",1,"3"
"170317110003","Growth","Growth",1,"3"
"170317111001","Decline","Decline",0,"1"
"170317111002","Growth","Growth",1,"3"
"170317112001","Growth","Growth",1,"3"
"170317112002","Decline","Decline",0,"1"
"170317112003","Growth","Growth",1,"3"
"170317112004","Growth","Growth",1,"3"
"170317113001","Growth","Growth",1,"3"
"170317113002","Growth","Growth",1,"3"
"170317114001","Growth","Growth",1,"3"
"170317114003","Growth","Growth",1,"3"
"170317115001","Growth","Growth",1,"3"
"170317115002","Growth","Growth",1,"3"
"170317201001","Decline","Decline",0,"1"
"170317201002","Growth","Growth",1,"3"
"170317201003","Stable","Stable",1.25068006852351e-17,"2"
"170317202001","Growth","Growth",1,"3"
"170317202002","Growth","Growth",1,"3"
"170317202003","Growth","Growth",1,"3"
"170317203001","Decline","Decline",0,"1"
"170317203002","Growth","Growth",1,"3"
"170317203003","Growth","Growth",1,"3"
"170317203004","Growth","Growth",1,"3"
"170317204001","Growth","Growth",1,"3"
"170317204002","Growth","Growth",1,"3"
"170317205001","Growth","Growth",1,"3"
"170317205002","Stable","Stable",1.96659614082092e-132,"2"
"170317206001","Stable","Stable",1.18051359103446e-216,"2"
"170317206002","Growth","Growth",1,"3"
"170317207002","Growth","Growth",1,"3"
"170317207003","Growth","Growth",1,"3"
"170317301001","Stable","Stable",4.02838482445288e-150,"2"
"170317301002","Growth","Growth",1,"3"
"170317301003","Decline","Decline",0,"1"
"170317302011","Growth","Growth",1,"3"
"170317302013","Decline","Decline",0,"1"
"170317302014","Growth","Growth",1,"3"
"170317302015","Growth","Growth",1,"3"
"170317302021","Growth","Growth",1,"3"
"170317302023","Growth","Growth",1,"3"
"170317303001","Stable","Stable",2.35756481402493e-09,"2"
